,district_name,facility_name,title,salary_grade,num_positions,filled_positions,vacancies,percent_filled
51,AMOLATAR,Protestant General Hospital,Senior Medical Laboratory Technologist,U4(SC),1,0,-1,NA
52,AMOLATAR,Protestant General Hospital,Health Educator,U4(SC),1,0,-1,NA
53,AMOLATAR,Protestant General Hospital,Medical Social Worker,U4L,1,0,-1,NA
54,AMOLATAR,Protestant General Hospital,Assistant Nursing Officer,U5(SC),17,0,-17,NA
55,AMOLATAR,Protestant General Hospital,Assistant Nursing Officer - Psychiatry,U5(SC),1,0,-1,NA
56,AMOLATAR,Protestant General Hospital,Assistant Nursing Officer (Midwifery),U5(SC),3,0,-3,NA
57,AMOLATAR,Protestant General Hospital,Psychiatric Clinical Officer,U5(SC),1,0,-1,NA
58,AMOLATAR,Protestant General Hospital,Anaesthetic officer,U5(SC),3,0,-3,NA
59,AMOLATAR,Protestant General Hospital,Dispenser,U5(SC),2,0,-2,NA
60,AMOLATAR,Protestant General Hospital,Physiotherapist,U5(SC),1,0,-1,NA
61,AMOLATAR,Protestant General Hospital,Occupational therapist,U5(SC),1,0,-1,NA
62,AMOLATAR,Protestant General Hospital,Radiographer,U5(SC),2,0,-2,NA
63,AMOLATAR,Protestant General Hospital,Medical Laboratory Technologist,U5(SC),1,0,-1,NA
64,AMOLATAR,Protestant General Hospital,Medical Laboratory Technician,U5(SC),2,0,-2,NA
65,AMOLATAR,Protestant General Hospital,Assistant Health Educator,U5(SC),1,0,-1,NA
66,AMOLATAR,Protestant General Hospital,Health Inspector,U5(SC),1,0,-1,NA
67,AMOLATAR,Protestant General Hospital,Medical Laboratory Assistant,U7U,1,0,-1,NA
68,AMOLATAR,Protestant General Hospital,Enrolled Nurse,U7U,46,0,-46,NA
69,AMOLATAR,Protestant General Hospital,Enrolled Psychiatric Nurse,U7U,2,0,-2,NA
70,AMOLATAR,Protestant General Hospital,Anaesthetic Attendant,U8U,2,0,-2,NA
71,AMOLATAR,Protestant General Hospital,Mortuary Attendant,U8L,2,0,-2,NA
72,AMOLATAR,Protestant General Hospital,Darkroom Attendant,U8L,1,0,-1,NA
73,AMUDAT,Protestant General Hospital,Senior Nursing Officer,,5,1,-4,NA
74,AMUDAT,Protestant General Hospital,Principal Nursing Officer,,1,0,-1,NA
75,AMUDAT,Protestant General Hospital,Physiotherapist,,1,0,-1,NA
76,AMUDAT,Protestant General Hospital,Senior Clinical Officer,,1,1,0,NA
77,AMUDAT,Protestant General Hospital,Enrolled Psychiatric Nurse,,2,0,-2,NA
78,AMUDAT,Protestant General Hospital,Occupational Therapist,,1,0,-1,NA
79,AMUDAT,Protestant General Hospital,Nursing Officer (Nursing),,17,15,-2,NA
80,AMUDAT,Protestant General Hospital,Senior Medical Officer,,1,2,1,NA
81,AMUDAT,Protestant General Hospital,Enrolled Nurse,,46,5,-41,NA
82,AMUDAT,Protestant General Hospital,Clinical Officer,,5,5,0,NA
83,AMUDAT,Protestant General Hospital,Radiographer,,2,0,-2,NA
84,AMUDAT,Protestant General Hospital,Ophthalmic Clinical Officer,,1,0,-1,NA
85,AMUDAT,Protestant General Hospital,Anaesthetic Assistant,,2,0,-2,NA
86,AMUDAT,Protestant General Hospital,Laboratory Assistant,,1,5,4,NA
87,AMUDAT,Protestant General Hospital,Theatre Assistant,,0,0,0,NA
88,AMUDAT,Protestant General Hospital,Health Inspector,,1,1,0,NA
89,AMUDAT,Protestant General Hospital,Health Educator,,1,1,0,NA
90,AMUDAT,Protestant General Hospital,Anaesthetic Officer,,3,0,-3,NA
91,AMUDAT,Protestant General Hospital,Medical Officer Special Grade (Obs Gyne),,1,0,-1,NA
92,AMUDAT,Protestant General Hospital,Enrolled Midwife,,25,3,-22,NA
93,AMUDAT,Protestant General Hospital,Nutritionist,,1,0,-1,NA
94,AMUDAT,Protestant General Hospital,Orthopedic Officer,,2,0,-2,NA
95,AMUDAT,Protestant General Hospital,Medical Officer Special Grade (Community),,1,0,-1,NA
96,AMUDAT,Protestant General Hospital,Senior Laboratory Technologist,,1,0,-1,NA
97,AMUDAT,Protestant General Hospital,Laboratory Technician,,2,2,0,NA
98,AMUDAT,Protestant General Hospital,Principal Medical Officer,,1,0,-1,NA
99,AMUDAT,Protestant General Hospital,Medical Officer Special Grade (Internal Medicine),,1,0,-1,NA
100,AMUDAT,Protestant General Hospital,Medical Officer Special Grade (Surgery),,1,0,-1,NA
101,AMUDAT,Protestant General Hospital,Medical Officer Special Grade (Paediatrics),,1,0,-1,NA
102,AMUDAT,Protestant General Hospital,Public Health Nurse,,1,0,-1,NA
103,AMUDAT,Protestant General Hospital,Psychiatric Clinical Officer,,1,0,-1,NA
104,AMUDAT,Protestant General Hospital,Nursing Officer (Psychiatry),,3,0,-3,NA
105,AMUDAT,Protestant General Hospital,Nursing Officer (Midwifery),,1,0,-1,NA
106,AMUDAT,Protestant General Hospital,Assistant Entomological Officer (Med),,1,0,-1,NA
107,AMUDAT,Protestant General Hospital,Medical Officer,,4,5,1,NA
108,AMUDAT,Protestant General Hospital,Laboratory Technologist,,1,0,-1,NA
109,AMUDAT,Protestant General Hospital,Principal Medical Officer,U2(SC),1,0,-1,NA
110,AMUDAT,Protestant General Hospital,Medical Officer Special Grade - Internal Medicine,U2(SC),1,0,-1,NA
111,AMUDAT,Protestant General Hospital,Medical Officer Special Grade - General Surgery,U2(SC),1,0,-1,NA
112,AMUDAT,Protestant General Hospital,Medical Officer Special Grade - Obstetrics & Gynaecology,U2(SC),1,0,-1,NA
113,AMUDAT,Protestant General Hospital,Medical Officer Special Grade - Paediatrics,U2(SC),1,0,-1,NA
114,AMUDAT,Protestant General Hospital,Medical Officer Special Grade - Public Health,U2(SC),1,0,-1,NA
115,AMUDAT,Protestant General Hospital,Principal Nursing Officer,U2(SC),1,0,-1,NA
116,AMUDAT,Protestant General Hospital,Senior Medical Officer,U3(SC),1,0,-1,NA
117,AMUDAT,Protestant General Hospital,Senior Medical Clinical officer,U3(SC),1,0,-1,NA
118,AMUDAT,Protestant General Hospital,Medical Officer,U4(SC),4,0,-4,NA
119,AMUDAT,Protestant General Hospital,Senior Assistant Nursing Officer,U4(SC),5,0,-5,NA
120,AMUDAT,Protestant General Hospital,Public/Community Health Nurse,U4(SC),1,0,-1,NA
121,AMUDAT,Protestant General Hospital,Ophthalmic clinical Officer,U4(SC),1,0,-1,NA
122,AMUDAT,Protestant General Hospital,Medical Clinical officer,U4(SC),5,0,-5,NA
123,AMUDAT,Protestant General Hospital,Orthopaedic Officer,U4(SC),2,0,-2,NA
124,AMUDAT,Protestant General Hospital,Senior Medical Laboratory Technologist,U4(SC),1,0,-1,NA
125,AMUDAT,Protestant General Hospital,Health Educator,U4(SC),1,0,-1,NA
126,AMUDAT,Protestant General Hospital,Medical Social Worker,U4L,1,0,-1,NA
127,AMUDAT,Protestant General Hospital,Assistant Nursing Officer,U5(SC),17,0,-17,NA
128,AMUDAT,Protestant General Hospital,Assistant Nursing Officer - Psychiatry,U5(SC),1,0,-1,NA
129,AMUDAT,Protestant General Hospital,Assistant Nursing Officer (Midwifery),U5(SC),3,0,-3,NA
130,AMUDAT,Protestant General Hospital,Psychiatric Clinical Officer,U5(SC),1,0,-1,NA
131,AMUDAT,Protestant General Hospital,Anaesthetic officer,U5(SC),3,0,-3,NA
132,AMUDAT,Protestant General Hospital,Dispenser,U5(SC),2,0,-2,NA
133,AMUDAT,Protestant General Hospital,Physiotherapist,U5(SC),1,0,-1,NA
134,AMUDAT,Protestant General Hospital,Occupational therapist,U5(SC),1,0,-1,NA
135,AMUDAT,Protestant General Hospital,Radiographer,U5(SC),2,0,-2,NA
136,AMUDAT,Protestant General Hospital,Medical Laboratory Technologist,U5(SC),1,0,-1,NA
137,AMUDAT,Protestant General Hospital,Medical Laboratory Technician,U5(SC),2,0,-2,NA
138,AMUDAT,Protestant General Hospital,Assistant Health Educator,U5(SC),1,0,-1,NA
139,AMUDAT,Protestant General Hospital,Health Inspector,U5(SC),1,0,-1,NA
140,AMUDAT,Protestant General Hospital,Medical Laboratory Assistant,U7U,1,0,-1,NA
141,AMUDAT,Protestant General Hospital,Enrolled Nurse,U7U,46,0,-46,NA
142,AMUDAT,Protestant General Hospital,Enrolled Psychiatric Nurse,U7U,2,0,-2,NA
143,AMUDAT,Protestant General Hospital,Anaesthetic Attendant,U8U,2,0,-2,NA
144,AMUDAT,Protestant General Hospital,Mortuary Attendant,U8L,2,0,-2,NA
145,AMUDAT,Protestant General Hospital,Darkroom Attendant,U8L,1,0,-1,NA
146,ARUA,Protestant General Hospital,Senior Nursing Officer,,5,1,-4,NA
147,ARUA,Protestant General Hospital,Principal Nursing Officer,,1,0,-1,NA
148,ARUA,Protestant General Hospital,Physiotherapist,,1,0,-1,NA
149,ARUA,Protestant General Hospital,Senior Clinical Officer,,1,1,0,NA
150,ARUA,Protestant General Hospital,Enrolled Psychiatric Nurse,,2,0,-2,NA
151,ARUA,Protestant General Hospital,Occupational Therapist,,1,0,-1,NA
152,ARUA,Protestant General Hospital,Nursing Officer (Nursing),,17,2,-15,NA
153,ARUA,Protestant General Hospital,Senior Medical Officer,,1,0,-1,NA
154,ARUA,Protestant General Hospital,Enrolled Nurse,,46,5,-41,NA
155,ARUA,Protestant General Hospital,Clinical Officer,,5,5,0,NA
156,ARUA,Protestant General Hospital,Radiographer,,2,1,-1,NA
157,ARUA,Protestant General Hospital,Ophthalmic Clinical Officer,,1,0,-1,NA
158,ARUA,Protestant General Hospital,Anaesthetic Assistant,,2,1,-1,NA
159,ARUA,Protestant General Hospital,Laboratory Assistant,,1,3,2,NA
160,ARUA,Protestant General Hospital,Theatre Assistant,,0,0,0,NA
161,ARUA,Protestant General Hospital,Health Inspector,,1,0,-1,NA
162,ARUA,Protestant General Hospital,Health Educator,,1,0,-1,NA
163,ARUA,Protestant General Hospital,Anaesthetic Officer,,3,1,-2,NA
164,ARUA,Protestant General Hospital,Medical Officer Special Grade (Obs Gyne),,1,0,-1,NA
165,ARUA,Protestant General Hospital,Enrolled Midwife,,25,2,-23,NA
166,ARUA,Protestant General Hospital,Nutritionist,,1,0,-1,NA
167,ARUA,Protestant General Hospital,Orthopedic Officer,,2,0,-2,NA
168,ARUA,Protestant General Hospital,Medical Officer Special Grade (Community),,1,0,-1,NA
169,ARUA,Protestant General Hospital,Senior Laboratory Technologist,,1,0,-1,NA
170,ARUA,Protestant General Hospital,Laboratory Technician,,2,2,0,NA
171,ARUA,Protestant General Hospital,Principal Medical Officer,,1,0,-1,NA
172,ARUA,Protestant General Hospital,Medical Officer Special Grade (Internal Medicine),,1,0,-1,NA
173,ARUA,Protestant General Hospital,Medical Officer Special Grade (Surgery),,1,0,-1,NA
174,ARUA,Protestant General Hospital,Medical Officer Special Grade (Paediatrics),,1,0,-1,NA
175,ARUA,Protestant General Hospital,Public Health Nurse,,1,0,-1,NA
176,ARUA,Protestant General Hospital,Psychiatric Clinical Officer,,1,0,-1,NA
177,ARUA,Protestant General Hospital,Nursing Officer (Psychiatry),,3,0,-3,NA
178,ARUA,Protestant General Hospital,Nursing Officer (Midwifery),,1,0,-1,NA
179,ARUA,Protestant General Hospital,Assistant Entomological Officer (Med),,1,0,-1,NA
180,ARUA,Protestant General Hospital,Medical Officer,,4,2,-2,NA
181,ARUA,Protestant General Hospital,Laboratory Technologist,,1,0,-1,NA
182,ARUA,Protestant General Hospital,Principal Medical Officer,U2(SC),1,0,-1,NA
183,ARUA,Protestant General Hospital,Medical Officer Special Grade - Internal Medicine,U2(SC),1,0,-1,NA
184,ARUA,Protestant General Hospital,Medical Officer Special Grade - General Surgery,U2(SC),1,0,-1,NA
185,ARUA,Protestant General Hospital,Medical Officer Special Grade - Obstetrics & Gynaecology,U2(SC),1,0,-1,NA
186,ARUA,Protestant General Hospital,Medical Officer Special Grade - Paediatrics,U2(SC),1,0,-1,NA
187,ARUA,Protestant General Hospital,Medical Officer Special Grade - Public Health,U2(SC),1,0,-1,NA
188,ARUA,Protestant General Hospital,Principal Nursing Officer,U2(SC),1,0,-1,NA
189,ARUA,Protestant General Hospital,Senior Medical Officer,U3(SC),1,0,-1,NA
190,ARUA,Protestant General Hospital,Senior Medical Clinical officer,U3(SC),1,0,-1,NA
191,ARUA,Protestant General Hospital,Medical Officer,U4(SC),4,0,-4,NA
192,ARUA,Protestant General Hospital,Senior Assistant Nursing Officer,U4(SC),5,0,-5,NA
193,ARUA,Protestant General Hospital,Public/Community Health Nurse,U4(SC),1,0,-1,NA
194,ARUA,Protestant General Hospital,Ophthalmic clinical Officer,U4(SC),1,0,-1,NA
195,ARUA,Protestant General Hospital,Medical Clinical officer,U4(SC),5,0,-5,NA
196,ARUA,Protestant General Hospital,Orthopaedic Officer,U4(SC),2,0,-2,NA
197,ARUA,Protestant General Hospital,Senior Medical Laboratory Technologist,U4(SC),1,0,-1,NA
198,ARUA,Protestant General Hospital,Health Educator,U4(SC),1,0,-1,NA
199,ARUA,Protestant General Hospital,Medical Social Worker,U4L,1,0,-1,NA
200,ARUA,Protestant General Hospital,Assistant Nursing Officer,U5(SC),17,0,-17,NA
201,ARUA,Protestant General Hospital,Assistant Nursing Officer - Psychiatry,U5(SC),1,0,-1,NA
202,ARUA,Protestant General Hospital,Assistant Nursing Officer (Midwifery),U5(SC),3,0,-3,NA
203,ARUA,Protestant General Hospital,Psychiatric Clinical Officer,U5(SC),1,0,-1,NA
204,ARUA,Protestant General Hospital,Anaesthetic officer,U5(SC),3,0,-3,NA
205,ARUA,Protestant General Hospital,Dispenser,U5(SC),2,0,-2,NA
206,ARUA,Protestant General Hospital,Physiotherapist,U5(SC),1,0,-1,NA
207,ARUA,Protestant General Hospital,Occupational therapist,U5(SC),1,0,-1,NA
208,ARUA,Protestant General Hospital,Radiographer,U5(SC),2,0,-2,NA
209,ARUA,Protestant General Hospital,Medical Laboratory Technologist,U5(SC),1,0,-1,NA
210,ARUA,Protestant General Hospital,Medical Laboratory Technician,U5(SC),2,0,-2,NA
211,ARUA,Protestant General Hospital,Assistant Health Educator,U5(SC),1,0,-1,NA
212,ARUA,Protestant General Hospital,Health Inspector,U5(SC),1,0,-1,NA
213,ARUA,Protestant General Hospital,Medical Laboratory Assistant,U7U,1,0,-1,NA
214,ARUA,Protestant General Hospital,Enrolled Nurse,U7U,46,0,-46,NA
215,ARUA,Protestant General Hospital,Enrolled Psychiatric Nurse,U7U,2,0,-2,NA
216,ARUA,Protestant General Hospital,Anaesthetic Attendant,U8U,2,0,-2,NA
217,ARUA,Protestant General Hospital,Mortuary Attendant,U8L,2,0,-2,NA
218,ARUA,Protestant General Hospital,Darkroom Attendant,U8L,1,0,-1,NA
219,ARUA,Protestant Health Centre II,Enrolled Nurse,U7U,1,0,-1,NA
220,ARUA,Protestant Health Centre II,Health Assistant,U7U,1,0,-1,NA
221,ARUA,Protestant Health Centre III,Senior Clinical Officer,,2,0,-2,NA
222,ARUA,Protestant Health Centre III,Nursing Officer (Nursing),,2,0,-2,NA
223,ARUA,Protestant Health Centre III,Enrolled Nurse,,6,1,-5,NA
224,ARUA,Protestant Health Centre III,Clinical Officer,,2,0,-2,NA
225,ARUA,Protestant Health Centre III,Laboratory Assistant,,2,1,-1,NA
226,ARUA,Protestant Health Centre III,Enrolled Midwife,,4,1,-3,NA
227,ARUA,Protestant Health Centre III,Laboratory Technician,,2,0,-2,NA
228,ARUA,Protestant Health Centre III,Senior Medical Clinical officer,U3(SC),2,0,-2,NA
229,ARUA,Protestant Health Centre III,Assistant Nursing Officer,U5(SC),2,0,-2,NA
230,ARUA,Protestant Health Centre III,Clinical officer,U5(SC),2,0,-2,NA
231,ARUA,Protestant Health Centre III,Medical Laboratory Technician,U5(SC),2,0,-2,NA
232,ARUA,Protestant Health Centre III,Medical Laboratory Assistant,U7U,2,0,-2,NA
233,ARUA,Protestant Health Centre III,Enrolled Nurse,U7U,6,0,-6,NA
234,ARUA,Protestant Health Centre III,Health Information Assistant,U7U,2,0,-2,NA
235,ARUA,Protestant Health Centre III,Health Assistant,U7U,2,0,-2,NA
236,BUSHENYI,Protestant General Hospital,Senior Nursing Officer,,10,0,-10,NA
237,BUSHENYI,Protestant General Hospital,Principal Nursing Officer,,2,1,-1,NA
238,BUSHENYI,Protestant General Hospital,Physiotherapist,,2,0,-2,NA
239,BUSHENYI,Protestant General Hospital,Senior Clinical Officer,,2,2,0,NA
240,BUSHENYI,Protestant General Hospital,Enrolled Psychiatric Nurse,,4,0,-4,NA
241,BUSHENYI,Protestant General Hospital,Occupational Therapist,,2,0,-2,NA
242,BUSHENYI,Protestant General Hospital,Nursing Officer (Nursing),,34,2,-32,NA
243,BUSHENYI,Protestant General Hospital,Senior Medical Officer,,2,0,-2,NA
244,BUSHENYI,Protestant General Hospital,Enrolled Nurse,,92,6,-86,NA
245,BUSHENYI,Protestant General Hospital,Clinical Officer,,10,8,-2,NA
246,BUSHENYI,Protestant General Hospital,Radiographer,,4,1,-3,NA
247,BUSHENYI,Protestant General Hospital,Ophthalmic Clinical Officer,,2,0,-2,NA
248,BUSHENYI,Protestant General Hospital,Anaesthetic Assistant,,4,1,-3,NA
249,BUSHENYI,Protestant General Hospital,Laboratory Assistant,,2,10,8,NA
250,BUSHENYI,Protestant General Hospital,Theatre Assistant,,0,0,0,NA
251,BUSHENYI,Protestant General Hospital,Health Inspector,,2,0,-2,NA
252,BUSHENYI,Protestant General Hospital,Health Educator,,2,0,-2,NA
253,BUSHENYI,Protestant General Hospital,Anaesthetic Officer,,6,0,-6,NA
254,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade (Obs Gyne),,2,0,-2,NA
255,BUSHENYI,Protestant General Hospital,Enrolled Midwife,,50,17,-33,NA
256,BUSHENYI,Protestant General Hospital,Nutritionist,,2,1,-1,NA
257,BUSHENYI,Protestant General Hospital,Orthopedic Officer,,4,0,-4,NA
258,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade (Community),,2,0,-2,NA
259,BUSHENYI,Protestant General Hospital,Senior Laboratory Technologist,,2,0,-2,NA
260,BUSHENYI,Protestant General Hospital,Laboratory Technician,,4,2,-2,NA
261,BUSHENYI,Protestant General Hospital,Principal Medical Officer,,2,0,-2,NA
262,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade (Internal Medicine),,2,0,-2,NA
263,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade (Surgery),,2,0,-2,NA
264,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade (Paediatrics),,2,0,-2,NA
265,BUSHENYI,Protestant General Hospital,Public Health Nurse,,2,0,-2,NA
266,BUSHENYI,Protestant General Hospital,Psychiatric Clinical Officer,,2,0,-2,NA
267,BUSHENYI,Protestant General Hospital,Nursing Officer (Psychiatry),,6,0,-6,NA
268,BUSHENYI,Protestant General Hospital,Nursing Officer (Midwifery),,2,0,-2,NA
269,BUSHENYI,Protestant General Hospital,Assistant Entomological Officer (Med),,2,0,-2,NA
270,BUSHENYI,Protestant General Hospital,Medical Officer,,8,4,-4,NA
271,BUSHENYI,Protestant General Hospital,Laboratory Technologist,,2,2,0,NA
272,BUSHENYI,Protestant General Hospital,Principal Medical Officer,U2(SC),2,0,-2,NA
273,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade - Internal Medicine,U2(SC),2,0,-2,NA
274,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade - General Surgery,U2(SC),2,0,-2,NA
275,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade - Obstetrics & Gynaecology,U2(SC),2,0,-2,NA
276,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade - Paediatrics,U2(SC),2,0,-2,NA
277,BUSHENYI,Protestant General Hospital,Medical Officer Special Grade - Public Health,U2(SC),2,0,-2,NA
278,BUSHENYI,Protestant General Hospital,Principal Nursing Officer,U2(SC),2,0,-2,NA
279,BUSHENYI,Protestant General Hospital,Senior Medical Officer,U3(SC),2,0,-2,NA
280,BUSHENYI,Protestant General Hospital,Senior Medical Clinical officer,U3(SC),2,0,-2,NA
281,BUSHENYI,Protestant General Hospital,Medical Officer,U4(SC),8,2,-6,NA
282,BUSHENYI,Protestant General Hospital,Senior Assistant Nursing Officer,U4(SC),10,0,-10,NA
283,BUSHENYI,Protestant General Hospital,Public/Community Health Nurse,U4(SC),2,0,-2,NA
284,BUSHENYI,Protestant General Hospital,Ophthalmic clinical Officer,U4(SC),2,0,-2,NA
285,BUSHENYI,Protestant General Hospital,Medical Clinical officer,U4(SC),10,0,-10,NA
286,BUSHENYI,Protestant General Hospital,Orthopaedic Officer,U4(SC),4,0,-4,NA
287,BUSHENYI,Protestant General Hospital,Senior Medical Laboratory Technologist,U4(SC),2,0,-2,NA
288,BUSHENYI,Protestant General Hospital,Health Educator,U4(SC),2,0,-2,NA
289,BUSHENYI,Protestant General Hospital,Medical Social Worker,U4L,2,0,-2,NA
290,BUSHENYI,Protestant General Hospital,Assistant Nursing Officer,U5(SC),34,0,-34,NA
291,BUSHENYI,Protestant General Hospital,Assistant Nursing Officer - Psychiatry,U5(SC),2,0,-2,NA
292,BUSHENYI,Protestant General Hospital,Assistant Nursing Officer (Midwifery),U5(SC),6,0,-6,NA
293,BUSHENYI,Protestant General Hospital,Psychiatric Clinical Officer,U5(SC),2,0,-2,NA
294,BUSHENYI,Protestant General Hospital,Anaesthetic officer,U5(SC),6,0,-6,NA
295,BUSHENYI,Protestant General Hospital,Dispenser,U5(SC),4,0,-4,NA
296,BUSHENYI,Protestant General Hospital,Physiotherapist,U5(SC),2,0,-2,NA
297,BUSHENYI,Protestant General Hospital,Occupational therapist,U5(SC),2,0,-2,NA
298,BUSHENYI,Protestant General Hospital,Radiographer,U5(SC),4,1,-3,NA
299,BUSHENYI,Protestant General Hospital,Medical Laboratory Technologist,U5(SC),2,0,-2,NA
300,BUSHENYI,Protestant General Hospital,Medical Laboratory Technician,U5(SC),4,0,-4,NA
301,BUSHENYI,Protestant General Hospital,Assistant Health Educator,U5(SC),2,0,-2,NA
302,BUSHENYI,Protestant General Hospital,Health Inspector,U5(SC),2,0,-2,NA
303,BUSHENYI,Protestant General Hospital,Medical Laboratory Assistant,U7U,2,0,-2,NA
304,BUSHENYI,Protestant General Hospital,Enrolled Nurse,U7U,92,0,-92,NA
305,BUSHENYI,Protestant General Hospital,Enrolled Psychiatric Nurse,U7U,4,0,-4,NA
306,BUSHENYI,Protestant General Hospital,Anaesthetic Attendant,U8U,4,0,-4,NA
307,BUSHENYI,Protestant General Hospital,Mortuary Attendant,U8L,4,0,-4,NA
308,BUSHENYI,Protestant General Hospital,Darkroom Attendant,U8L,2,0,-2,NA
309,HOIMA,Protestant Health Centre IV,Senior Nursing Officer,,1,1,0,NA
310,HOIMA,Protestant Health Centre IV,Enrolled Psychiatric Nurse,,1,0,-1,NA
311,HOIMA,Protestant Health Centre IV,Nursing Officer (Nursing),,1,2,1,NA
312,HOIMA,Protestant Health Centre IV,Senior Medical Officer,,1,1,0,NA
313,HOIMA,Protestant Health Centre IV,Enrolled Nurse,,3,17,14,NA
314,HOIMA,Protestant Health Centre IV,Clinical Officer,,2,3,1,NA
315,HOIMA,Protestant Health Centre IV,Ophthalmic Clinical Officer,,1,0,-1,NA
