,district_name,facility_name,title,salary_grade,num_positions,filled_positions,vacancies,percent_filled
87,ABIM,ALEREK Health Centre III,Nursing Officer - Midwifery,U5(SC),0,1,-1,
88,ABIM,ALEREK Health Centre III,Nursing Officer - Nursing,U5(SC),1,1,0,100.0%
89,ABIM,ALEREK Health Centre III,Enrolled Midwife,U7U,2,1,1,50.0%
90,ABIM,ALEREK Health Centre III,Enrolled Nurse,U7U,3,2,1,66.7%
91,ABIM,ALEREK Health Centre III,Health Assistant,U7U,1,1,0,100.0%
92,ABIM,ALEREK Health Centre III,Health Information Assistant,U7U,1,1,0,100.0%
93,ABIM,ALEREK Health Centre III,Medical Laboratory Assistant,U7U,1,1,0,100.0%
94,ABIM,ALEREK Health Centre III,Nursing Assistant,U8U,3,2,1,66.7%
95,ABIM,ALEREK Health Centre III,Askari (Security Guard),U8L,2,2,0,100.0%
96,ABIM,ALEREK Health Centre III,Porter,U8L,2,2,0,100.0%
97,ABIM,AMITA Health Centre II,Enrolled Midwife,U7U,1,0,1,0.0%
98,ABIM,AMITA Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
99,ABIM,AMITA Health Centre II,Health Assistant,U7U,1,0,1,0.0%
100,ABIM,AMITA Health Centre II,Nursing Assistant,U8U,2,0,2,0.0%
101,ABIM,AMITA Health Centre II,Askari (Security Guard),U8L,2,0,2,0.0%
102,ABIM,AMITA Health Centre II,Porter,U8L,2,0,2,0.0%
103,ABIM,ATUNGA Health Centre II,Enrolled Midwife,U7U,1,0,1,0.0%
104,ABIM,ATUNGA Health Centre II,Enrolled Nurse,U7U,1,2,-1,200.0%
105,ABIM,ATUNGA Health Centre II,Health Assistant,U7U,1,1,0,100.0%
106,ABIM,ATUNGA Health Centre II,Nursing Assistant,U8U,2,2,0,100.0%
107,ABIM,ATUNGA Health Centre II,Askari (Security Guard),U8L,2,2,0,100.0%
108,ABIM,ATUNGA Health Centre II,Porter,U8L,2,2,0,100.0%
109,ABIM,AWACH Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
110,ABIM,AWACH Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
111,ABIM,AWACH Health Centre II,Health Assistant,U7U,1,0,1,0.0%
112,ABIM,AWACH Health Centre II,Nursing Assistant,U8U,2,3,-1,150.0%
113,ABIM,AWACH Health Centre II,Askari (Security Guard),U8L,2,2,0,100.0%
114,ABIM,AWACH Health Centre II,Porter,U8L,2,2,0,100.0%
115,ABIM,GANGMING Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
116,ABIM,GANGMING Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
117,ABIM,GANGMING Health Centre II,Health Assistant,U7U,1,0,1,0.0%
118,ABIM,GANGMING Health Centre II,Nursing Assistant,U8U,2,2,0,100.0%
119,ABIM,GANGMING Health Centre II,Askari (Security Guard),U8L,2,2,0,100.0%
120,ABIM,GANGMING Health Centre II,Porter,U8L,2,2,0,100.0%
121,ABIM,KANU Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
122,ABIM,KANU Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
123,ABIM,KANU Health Centre II,Health Assistant,U7U,1,0,1,0.0%
124,ABIM,KANU Health Centre II,Nursing Assistant,U8U,2,0,2,0.0%
125,ABIM,KANU Health Centre II,Askari (Security Guard),U8L,2,0,2,0.0%
126,ABIM,KANU Health Centre II,Porter,U8L,2,0,2,0.0%
127,ABIM,KATABOK Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
128,ABIM,KATABOK Health Centre II,Enrolled Nurse,U7U,1,2,-1,200.0%
129,ABIM,KATABOK Health Centre II,Health Assistant,U7U,1,1,0,100.0%
130,ABIM,KATABOK Health Centre II,Nursing Assistant,U8U,2,1,1,50.0%
131,ABIM,KATABOK Health Centre II,Askari (Security Guard),U8L,2,1,1,50.0%
132,ABIM,KATABOK Health Centre II,Porter,U8L,2,2,0,100.0%
133,ABIM,KIRU Health Centre II,Enrolled Midwife,U7U,1,2,-1,200.0%
134,ABIM,KIRU Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
135,ABIM,KIRU Health Centre II,Health Assistant,U7U,1,0,1,0.0%
136,ABIM,KIRU Health Centre II,Nursing Assistant,U8U,2,2,0,100.0%
137,ABIM,KIRU Health Centre II,Askari (Security Guard),U8L,2,1,1,50.0%
138,ABIM,KIRU Health Centre II,Porter,U8L,2,1,1,50.0%
139,ABIM,KOYA Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
140,ABIM,KOYA Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
141,ABIM,KOYA Health Centre II,Health Assistant,U7U,1,0,1,0.0%
142,ABIM,KOYA Health Centre II,Nursing Assistant,U8U,2,2,0,100.0%
143,ABIM,KOYA Health Centre II,Askari (Security Guard),U8L,2,1,1,50.0%
144,ABIM,KOYA Health Centre II,Porter,U8L,2,1,1,50.0%
145,ABIM,MORULEM Health Centre III,Senior Medical Clinical Officer,U4(SC),1,0,1,0.0%
146,ABIM,MORULEM Health Centre III,Medical Clinical Officer,U5(SC),1,0,1,0.0%
147,ABIM,MORULEM Health Centre III,Medical Laboratory Technician,U5(SC),1,0,1,0.0%
148,ABIM,MORULEM Health Centre III,Nursing Officer - Nursing,U5(SC),1,1,0,100.0%
149,ABIM,MORULEM Health Centre III,Enrolled Midwife,U7U,2,1,1,50.0%
150,ABIM,MORULEM Health Centre III,Enrolled Nurse,U7U,3,0,3,0.0%
151,ABIM,MORULEM Health Centre III,Health Assistant,U7U,1,0,1,0.0%
152,ABIM,MORULEM Health Centre III,Health Information Assistant,U7U,1,0,1,0.0%
153,ABIM,MORULEM Health Centre III,Medical Laboratory Assistant,U7U,1,0,1,0.0%
154,ABIM,MORULEM Health Centre III,Nursing Assistant,U8U,3,0,3,0.0%
155,ABIM,MORULEM Health Centre III,Askari (Security Guard),U8L,2,0,2,0.0%
156,ABIM,MORULEM Health Centre III,Porter,U8L,2,0,2,0.0%
157,ABIM,NYAKWAE Health Centre III,Senior Medical Clinical Officer,U4(SC),1,0,1,0.0%
158,ABIM,NYAKWAE Health Centre III,Medical Clinical Officer,U5(SC),1,1,0,100.0%
159,ABIM,NYAKWAE Health Centre III,Medical Laboratory Technician,U5(SC),1,0,1,0.0%
160,ABIM,NYAKWAE Health Centre III,Nursing Officer - Nursing,U5(SC),1,1,0,100.0%
161,ABIM,NYAKWAE Health Centre III,Enrolled Midwife,U7U,2,3,-1,150.0%
162,ABIM,NYAKWAE Health Centre III,Enrolled Nurse,U7U,3,2,1,66.7%
163,ABIM,NYAKWAE Health Centre III,Health Assistant,U7U,1,1,0,100.0%
164,ABIM,NYAKWAE Health Centre III,Health Information Assistant,U7U,1,1,0,100.0%
165,ABIM,NYAKWAE Health Centre III,Medical Laboratory Assistant,U7U,1,1,0,100.0%
166,ABIM,NYAKWAE Health Centre III,Nursing Assistant,U8U,3,0,3,0.0%
167,ABIM,NYAKWAE Health Centre III,Askari (Security Guard),U8L,2,1,1,50.0%
168,ABIM,NYAKWAE Health Centre III,Porter,U8L,2,1,1,50.0%
169,ABIM,OBOLOKOME Health Centre II - Abim,Enrolled Midwife,U7U,1,1,0,100.0%
170,ABIM,OBOLOKOME Health Centre II - Abim,Enrolled Nurse,U7U,1,1,0,100.0%
171,ABIM,OBOLOKOME Health Centre II - Abim,Health Assistant,U7U,1,0,1,0.0%
172,ABIM,OBOLOKOME Health Centre II - Abim,Nursing Assistant,U8U,2,1,1,50.0%
173,ABIM,OBOLOKOME Health Centre II - Abim,Askari (Security Guard),U8L,2,1,1,50.0%
174,ABIM,OBOLOKOME Health Centre II - Abim,Porter,U8L,2,1,1,50.0%
175,ABIM,OPOPONGO Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
176,ABIM,OPOPONGO Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
177,ABIM,OPOPONGO Health Centre II,Health Assistant,U7U,1,0,1,0.0%
178,ABIM,OPOPONGO Health Centre II,Nursing Assistant,U8U,2,2,0,100.0%
179,ABIM,OPOPONGO Health Centre II,Askari (Security Guard),U8L,2,0,2,0.0%
180,ABIM,OPOPONGO Health Centre II,Porter,U8L,2,0,2,0.0%
181,ABIM,ORETA Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
182,ABIM,ORETA Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
183,ABIM,ORETA Health Centre II,Health Assistant,U7U,1,0,1,0.0%
184,ABIM,ORETA Health Centre II,Nursing Assistant,U8U,2,1,1,50.0%
185,ABIM,ORETA Health Centre II,Askari (Security Guard),U8L,2,0,2,0.0%
186,ABIM,ORETA Health Centre II,Porter,U8L,2,1,1,50.0%
187,ABIM,ORWAMUGE Health Centre III,Senior Medical Clinical Officer,U4(SC),1,1,0,100.0%
188,ABIM,ORWAMUGE Health Centre III,Medical Clinical Officer,U5(SC),1,1,0,100.0%
189,ABIM,ORWAMUGE Health Centre III,Medical Laboratory Technician,U5(SC),1,0,1,0.0%
190,ABIM,ORWAMUGE Health Centre III,Nursing Officer - Midwifery,U5(SC),0,1,-1,
191,ABIM,ORWAMUGE Health Centre III,Nursing Officer - Nursing,U5(SC),1,1,0,100.0%
192,ABIM,ORWAMUGE Health Centre III,Enrolled Midwife,U7U,2,1,1,50.0%
193,ABIM,ORWAMUGE Health Centre III,Enrolled Nurse,U7U,3,3,0,100.0%
194,ABIM,ORWAMUGE Health Centre III,Health Assistant,U7U,1,1,0,100.0%
195,ABIM,ORWAMUGE Health Centre III,Health Information Assistant,U7U,1,1,0,100.0%
196,ABIM,ORWAMUGE Health Centre III,Medical Laboratory Assistant,U7U,1,1,0,100.0%
197,ABIM,ORWAMUGE Health Centre III,Nursing Assistant,U8U,3,3,0,100.0%
198,ABIM,ORWAMUGE Health Centre III,Askari (Security Guard),U8L,2,2,0,100.0%
199,ABIM,ORWAMUGE Health Centre III,Porter,U8L,2,1,1,50.0%
200,ABIM,PUPUKAMUYA Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
201,ABIM,PUPUKAMUYA Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
202,ABIM,PUPUKAMUYA Health Centre II,Health Assistant,U7U,1,0,1,0.0%
203,ABIM,PUPUKAMUYA Health Centre II,Nursing Assistant,U8U,2,2,0,100.0%
204,ABIM,PUPUKAMUYA Health Centre II,Askari (Security Guard),U8L,2,0,2,0.0%
205,ABIM,PUPUKAMUYA Health Centre II,Porter,U8L,2,1,1,50.0%
206,ABIM,WILELA Health Centre II,Enrolled Midwife,U7U,1,0,1,0.0%
207,ABIM,WILELA Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
208,ABIM,WILELA Health Centre II,Health Assistant,U7U,1,0,1,0.0%
209,ABIM,WILELA Health Centre II,Nursing Assistant,U8U,2,1,1,50.0%
210,ABIM,WILELA Health Centre II,Askari (Security Guard),U8L,2,0,2,0.0%
211,ABIM,WILELA Health Centre II,Porter,U8L,2,3,-1,150.0%
212,ADJUMANI,ADJUGOPI Health Centre II,Nursing Officer - Nursing,U5(SC),0,1,-1,
213,ADJUMANI,ADJUGOPI Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
214,ADJUMANI,ADJUGOPI Health Centre II,Enrolled Nurse,U7U,1,0,1,0.0%
215,ADJUMANI,ADJUGOPI Health Centre II,Health Assistant,U7U,1,0,1,0.0%
216,ADJUMANI,ADJUGOPI Health Centre II,Nursing Assistant,U8U,2,0,2,0.0%
217,ADJUMANI,ADJUGOPI Health Centre II,Askari (Security Guard),U8L,2,2,0,100.0%
218,ADJUMANI,ADJUGOPI Health Centre II,Porter,U8L,2,2,0,100.0%
219,ADJUMANI,ADJUMANI DHO's Office,District Health Officer,U1SE,1,1,0,100.0%
220,ADJUMANI,ADJUMANI DHO's Office,Assistant District Health Officer (Environmental Health),U1E,1,1,0,100.0%
221,ADJUMANI,ADJUMANI DHO's Office,Assistant District Health Officer - Maternal and Child Health,U2(SC),1,1,0,100.0%
222,ADJUMANI,ADJUMANI DHO's Office,Senior Health Educator,U3(SC),1,1,0,100.0%
223,ADJUMANI,ADJUMANI DHO's Office,Bio-Statistician,U4(SC),1,1,0,100.0%
224,ADJUMANI,ADJUMANI DHO's Office,Senior Environmental Health Officer,U4(SC),1,0,1,0.0%
225,ADJUMANI,ADJUMANI DHO's Office,Vector Control Officer,U4(SC),0,1,-1,
226,ADJUMANI,ADJUMANI DHO's Office,Stenographer Secretary,U5U,1,1,0,100.0%
227,ADJUMANI,ADJUMANI DHO's Office,Cold Chain Technician,U6U,1,0,1,0.0%
228,ADJUMANI,ADJUMANI DHO's Office,Stores Assistant,U7U,1,1,0,100.0%
229,ADJUMANI,ADJUMANI DHO's Office,Car Driver,U8U,1,1,0,100.0%
230,ADJUMANI,ADJUMANI DHO's Office,Office Attendant,U8L,1,0,1,0.0%
231,ADJUMANI,ADJUMANI HOSPITAL,Medical Officer Special Grade - General Surgery,U2(SC),1,0,1,0.0%
232,ADJUMANI,ADJUMANI HOSPITAL,Medical Officer Special Grade - Internal Medicine,U2(SC),1,0,1,0.0%
233,ADJUMANI,ADJUMANI HOSPITAL,Medical Officer Special Grade - Obstetrics and Gynaecology,U2(SC),1,0,1,0.0%
234,ADJUMANI,ADJUMANI HOSPITAL,Medical Officer Special Grade - Paediatrics,U2(SC),1,0,1,0.0%
235,ADJUMANI,ADJUMANI HOSPITAL,Medical Officer Special Grade - Public Health,U2(SC),1,0,1,0.0%
236,ADJUMANI,ADJUMANI HOSPITAL,Principal Medical Officer,U2(SC),1,0,1,0.0%
237,ADJUMANI,ADJUMANI HOSPITAL,Principal Nursing Officer - Nursing,U2(SC),1,1,0,100.0%
238,ADJUMANI,ADJUMANI HOSPITAL,Senior Medical Officer,U3(SC),1,1,0,100.0%
239,ADJUMANI,ADJUMANI HOSPITAL,Senior Hospital Administrator,U3L,1,0,1,0.0%
240,ADJUMANI,ADJUMANI HOSPITAL,Dental Surgeon,U4(SC),1,0,1,0.0%
241,ADJUMANI,ADJUMANI HOSPITAL,Health Educator,U4(SC),1,1,0,100.0%
242,ADJUMANI,ADJUMANI HOSPITAL,Medical Officer,U4(SC),4,2,2,50.0%
243,ADJUMANI,ADJUMANI HOSPITAL,Nursing Officer - Psychiatry,U4(SC),1,0,1,0.0%
244,ADJUMANI,ADJUMANI HOSPITAL,Nutritionist,U4(SC),1,0,1,0.0%
245,ADJUMANI,ADJUMANI HOSPITAL,Pharmacist,U4(SC),1,0,1,0.0%
246,ADJUMANI,ADJUMANI HOSPITAL,Public Health Nurse,U4(SC),1,1,0,100.0%
247,ADJUMANI,ADJUMANI HOSPITAL,Senior Medical Clinical Officer,U4(SC),1,4,-3,400.0%
248,ADJUMANI,ADJUMANI HOSPITAL,Senior Medical Laboratory Technologist,U4(SC),1,1,0,100.0%
249,ADJUMANI,ADJUMANI HOSPITAL,Senior Nursing Officer,U4(SC),5,1,4,20.0%
250,ADJUMANI,ADJUMANI HOSPITAL,Hospital Administrator,U4L,1,0,1,0.0%
251,ADJUMANI,ADJUMANI HOSPITAL,Human Resource Officer,U4L,1,1,0,100.0%
252,ADJUMANI,ADJUMANI HOSPITAL,Medical Social Worker,U4L,1,0,1,0.0%
253,ADJUMANI,ADJUMANI HOSPITAL,Supplies Officer,U4L,1,0,1,0.0%
254,ADJUMANI,ADJUMANI HOSPITAL,Anaesthetic officer,U5(SC),3,1,2,33.3%
255,ADJUMANI,ADJUMANI HOSPITAL,Assistant Entomological Officer,U5(SC),1,0,1,0.0%
256,ADJUMANI,ADJUMANI HOSPITAL,Assistant Health Educator,U5(SC),1,0,1,0.0%
257,ADJUMANI,ADJUMANI HOSPITAL,Dispenser,U5(SC),2,2,0,100.0%
258,ADJUMANI,ADJUMANI HOSPITAL,Health Inspector,U5(SC),1,0,1,0.0%
259,ADJUMANI,ADJUMANI HOSPITAL,Medical Clinical Officer,U5(SC),5,4,1,80.0%
260,ADJUMANI,ADJUMANI HOSPITAL,Medical Laboratory Technician,U5(SC),2,2,0,100.0%
261,ADJUMANI,ADJUMANI HOSPITAL,Medical Laboratory Technologist,U5(SC),1,0,1,0.0%
262,ADJUMANI,ADJUMANI HOSPITAL,Nursing Officer - Midwifery,U5(SC),3,1,2,33.3%
263,ADJUMANI,ADJUMANI HOSPITAL,Nursing Officer - Nursing,U5(SC),17,26,-9,152.9%
264,ADJUMANI,ADJUMANI HOSPITAL,Occupational therapist,U5(SC),1,1,0,100.0%
265,ADJUMANI,ADJUMANI HOSPITAL,Ophthalmic Clinical Officer,U5(SC),1,1,0,100.0%
266,ADJUMANI,ADJUMANI HOSPITAL,Orthopaedic Clinical Officer,U5(SC),2,2,0,100.0%
267,ADJUMANI,ADJUMANI HOSPITAL,Physiotherapist,U5(SC),1,0,1,0.0%
268,ADJUMANI,ADJUMANI HOSPITAL,Psychiatric Clinical Officer,U5(SC),1,1,0,100.0%
269,ADJUMANI,ADJUMANI HOSPITAL,Public Health Dental Officer,U5(SC),2,2,0,100.0%
270,ADJUMANI,ADJUMANI HOSPITAL,Radiographer,U5(SC),2,1,1,50.0%
271,ADJUMANI,ADJUMANI HOSPITAL,Senior Accounts Assistant,U5U,1,0,1,0.0%
272,ADJUMANI,ADJUMANI HOSPITAL,Stenographer Secretary,U5U,1,0,1,0.0%
273,ADJUMANI,ADJUMANI HOSPITAL,Theatre Assistant,U6U,0,2,-2,
274,ADJUMANI,ADJUMANI HOSPITAL,Accounts Assistant,U7U,2,0,2,0.0%
275,ADJUMANI,ADJUMANI HOSPITAL,Enrolled Midwife,U7U,25,13,12,52.0%
276,ADJUMANI,ADJUMANI HOSPITAL,Enrolled Nurse,U7U,46,31,15,67.4%
277,ADJUMANI,ADJUMANI HOSPITAL,Enrolled Nurse - Psychiatry,U7U,2,3,-1,150.0%
278,ADJUMANI,ADJUMANI HOSPITAL,Health Information Assistant,U7U,1,2,-1,200.0%
279,ADJUMANI,ADJUMANI HOSPITAL,Medical Laboratory Assistant,U7U,1,5,-4,500.0%
280,ADJUMANI,ADJUMANI HOSPITAL,Records Assistant,U7U,2,2,0,100.0%
281,ADJUMANI,ADJUMANI HOSPITAL,Stores Assistant,U7U,2,1,1,50.0%
282,ADJUMANI,ADJUMANI HOSPITAL,Office Typist,U7L,1,0,1,0.0%
283,ADJUMANI,ADJUMANI HOSPITAL,Anaesthetic Attendant,U8U,2,1,1,50.0%
284,ADJUMANI,ADJUMANI HOSPITAL,Artisan Mate,U8U,3,4,-1,133.3%
285,ADJUMANI,ADJUMANI HOSPITAL,Car Driver,U8U,2,1,1,50.0%
286,ADJUMANI,ADJUMANI HOSPITAL,Dental Attendant,U8U,1,0,1,0.0%
287,ADJUMANI,ADJUMANI HOSPITAL,Nursing Assistant,U8U,15,11,4,73.3%
288,ADJUMANI,ADJUMANI HOSPITAL,Askari (Security Guard),U8L,2,4,-2,200.0%
289,ADJUMANI,ADJUMANI HOSPITAL,Cook,U8L,3,2,1,66.7%
290,ADJUMANI,ADJUMANI HOSPITAL,Darkroom Attendant,U8L,1,1,0,100.0%
291,ADJUMANI,ADJUMANI HOSPITAL,Dhobi,U8L,0,2,-2,
292,ADJUMANI,ADJUMANI HOSPITAL,Mortuary Attendant,U8L,2,1,1,50.0%
293,ADJUMANI,ADJUMANI HOSPITAL,Office Attendant,U8L,0,2,-2,
294,ADJUMANI,ADJUMANI HOSPITAL,Porter,U8L,0,1,-1,
295,ADJUMANI,AGOJO Health Centre II,Nursing Officer - Nursing,U5(SC),0,1,-1,
296,ADJUMANI,AGOJO Health Centre II,Enrolled Midwife,U7U,1,1,0,100.0%
297,ADJUMANI,AGOJO Health Centre II,Enrolled Nurse,U7U,1,1,0,100.0%
298,ADJUMANI,AGOJO Health Centre II,Health Assistant,U7U,1,0,1,0.0%
